～おき,～置き,隔，每隔
ほけん,保険,保险，保证
ほご,保護,保护
ぼこう,母校,母校
ぼこく,母国,祖国
ほこり,埃,尘埃，尘土，灰尘，飞尘
ほこり,誇り,自豪，骄傲，自尊心，荣誉
ほこる,誇る,夸耀，矜夸，自豪，骄傲
ほころびる,綻びる,（衣服）开线，开绽，绽线；张开，（蓓蕾）放开；抿着嘴笑
ほし,星,星，星斗，星星，星标
ほしい,欲しい,希望得到的，需要的，希望的，要的
ポジション,position,地位，职位，防守位置
ほしもの,干し物,晾晒物，晒干物，晒洗的衣服
ほしゅ,保守,保守，保养
ほじゅう,補充,补充
ぼしゅう,募集,募集，征募，招募
ほじょ,補助,补助
ほしょう,保障,保障
ほしょう,保証,保证，担保，打保票，打包票
ほしょう,補償,补偿，赔偿
ほす,干す,晒，晒干，晾，晾干；饮干（喝尽）
ポスター,poster,招贴，广告画，宣传画，海报
ポスト,post,邮筒，信筒，信箱；地位，职位，职务；以后
ほそい,細い,细的，纤细的，狭窄，窄；（声音）低小的，微细的
ほそう,舗装,铺修，（用柏油等）铺路
ほそく,補足,补充
ほそながい,細長い,细长
ほぞん,保存,保存
ボタン,button,纽扣，扣子；电钮，按钮，按键
ぼち,墓地,墓地，坟地
ほっかいどう,北海道,北海道
ほっきょく,北極,北极
ホック,hook,摁扣儿，子母扣，（衣服等的）暗扣；挂钩，钩，钩形物；箍圈
ほっさ,発作,发作
ぼっしゅう,没収,没收，查抄，充公
ほっそく,発足,出发，动身，开始（活动），成立
ぼっちゃん,坊ちゃん,称呼别人的男孩子，小朋友；少爷，大少爷作风的人，大少爷
ほっと,,轻轻叹息的样子，吁气；放心
ポット,pot,（暖）壶，热水瓶
ぼっとう,没頭,埋头，专心致志
ほっぺた,頬っぺた,颊，脸蛋
ぼつぼつ,勃々,斑点，慢慢
ぼつぼつと,勃々と,勃勃，勃然
ぼつらく,没落,没落，衰败
ホテル,hotel,宾馆，饭店，旅馆
ほど,程,程度；限度，分寸；左右，大概，差不多；情形；表示不定的距离、时间、数量等，概数；越～越～；比例
ほどう,歩道,人行道
ほどく,解く,解开（绳结等），拆开（衣服等）
ほとけ,仏,佛，佛像，死者，宽厚仁慈的人
ほどける,解ける,开，解开，松开
ほどこす,施す,施舍，周济；施，施加，施行
ほとり,畔,边，畔，旁边
ほとんど,殆ど,大部分，大体上，几乎，差不多
ほね,骨,骨，骨状物，骨干，台柱子；困难事，费力气的事
ほねおり,骨折り,（骨折）努力，劳苦，辛苦，尽力，帮忙，斡旋
ほねがおれる,骨が折れる,费力气，费劲儿
ほのお,炎,火焰，火苗，火舌
ほほ,頬,颊，脸蛋儿，脸蛋子
ほぼ,略,大致，大略，大体上，大部分，大约
ほほえむ,微笑む,微笑
ほめる,褒める,赞扬，称赞，赞美，褒奖
ぼやく,,嘟哝，牢骚
ぼやける,暈やける,模糊，不清楚，糊涂
ほよう,保養,保养，休养，疗养，休养，消遣，散心
ほり,濠,沟，渠，濠，沟，护城河
ほり,堀,沟，渠，濠，沟，护城河
ほりょ,捕虜,俘虏
ほる,彫る,雕刻，文身，鶦墨
ほる,掘る,挖，挖掘，刨，开
ボルト,bolt,螺栓
ボルト,volt,伏特
ほれる,惚れる,恋慕，迷恋，爱上；喜爱，欣赏，钦佩，神往；出神，神志恍惚
ぼろ,,破布，破烂（衣服）（同つづれ）；缺点；破烂不堪的东西
ほろびる,滅びる,灭亡，灭绝
ほろぶ,滅ぶ,灭亡，绝灭
ほろぼす,滅ぼす,使～灭亡，毁灭
ほん,本,书，书本，书籍；条，只，支；本，根本，真，总
ぼん,盆,盘，托盘；盂兰盆（会）；忙得不可开交
ほんかく,本格,原则，正规，规范，正式
ほんかん,本館,主楼，正楼
ほんき,本気,真的，真实，认真，真心
ほんごく,本国,本国，祖国，老家，故乡
ぼんさい,盆栽,栽在盆里的花木，盆花，盆景，盆栽（栽在盆里供观赏的草木）
ほんしつ,本質,本质，骨子里
ほんしゅう,本州,本州，日本列岛中的主岛
ほんしん,本心,本意，真心，打心眼里，本心；本性
ほんたい,本体,真相，本来面目；实体，本质；主体
ほんだな,本棚,书架，书橱
ぼんち,盆地,盆地
ほんとう,本当,真，真的，真正，实在，真实；本来
ほんとうに,本当に,真正，真实，真，很，特别，完全
ほんにん,本人,本人
ほんね,本音,真话，真心话
ほんの,本の,仅仅，不过，一点点，些许
ほんのう,本能,本能
ほんば,本場,原产地，主要产地，发源地，本地，真正产地；（交易所）上午的交易
ほんぶ,本部,本部，总部
ポンプ,pump,（荷）泵，唧筒，水泵，抽水机，抽水马达
ほんぶん,本文,本文，正文，原文
ほんみょう,本名,本名，真名
ほんもの,本物,真东西，真货，真的，正式
ほんやく,翻訳,（文字）翻译，笔译，翻译的东西，译本
ぼんやり,,模糊，不清楚；发呆，失神；不够注意，心不在焉；呆呆地
ほんらい,本来,本来，原来，当然，应该
ほんをかりる,本を借りる,借（入）书
ま,間,时间，空隙，空当子，工夫，间隙；空隙，间隔；房间，屋子；（合适的）时候，机会
マーク,mark,（划）记号，符号，（打）印记，标记，商标，标章；盯住，尾随
マーケット,market,市场，商场，菜市（场），销售范围，销路
まあまあ,,好了好了；尚可
マイ,my,我的
まいあがる,舞い上がる,飞舞，飞扬
まいあさ,毎朝,每天早晨，每天早上
まいおりる,舞い降りる,飘落，飞落下来
マイク,microphone,麦克风，传声器，扩音器，传话筒，话筒
マイクロフォン,microphone,麦克风
マイクロホン,microphone,麦克风，传声器，扩音器，传话筒
まいげつ,毎月,每个月
まいご,迷子,迷路，走失的孩子，失踪，下落不明，迷路的小孩；遗失
まいしゅう,毎週,每星期
まいすう,枚数,张数，件数，块数，扇数
まいぞう,埋蔵,埋藏，蕴藏，储藏
まいちらす,舞い散らす,飘落（？），撒落（？）
まいつき,毎月,每个月
まいど,毎度,经常，每次，常常，屡次
まいとし,毎年,毎年
マイナス,minus,减，减号，减去；负号，负，负数，负量；亏损，赤字，不利，负面
まいにち,毎日,每天，每日
まいねん,毎年,毎年
まいばん,毎晩,每晚
まいる,参る,（谦逊语）去，来；参拜；认输，输，败，屈服；受不了，不堪，累垮；迷恋，神魂颠倒
まう,舞う,飘荡，飞舞，舞；舞蹈，跳跃
まうえ,真上,正上方，头顶上，正当头
まえ,前,前，前面，前方；份儿；上回，上次，从前，以前；预先，争先；（接名词下表示）相应的
まえうり,前売り,（前売）预售，（戏剧等）预售票
まえおき,前置き,（前置）前言，开场白，引言
まえもって,前もって,（前以て）预先，事先
まかす,負かす,打败，击败，战胜，说服
まかす,任す,委托，任凭
まかせる,任せる,委托，托付，交给；听任，任凭；尽（力），尽（量）
まかなう,賄う,供给饭食，供给膳食；供给，提供，供应；筹措资金，负担，支付
まがる,曲がる,弯，弯曲，屈折；拐弯，转弯；别扭，乖僻；歪，倾斜
まぎらす,紛らす,蒙混，掩饰，支吾；排遣，消解，解闷
まぎらわしい,紛らわしい,容易混淆，不易分辨，模糊不清
まぎれる,紛れる,混同，混淆，难以辨别，搀混，混入；出神
まく,播く,播（种），种，漆泥金画
まく,膜,膜，皮，薄皮，薄膜
まく,幕,幕，帐幕，帷幕，帷幔；剧幕；场合，时候；开始，结束
まく,巻く,卷，卷上，卷起；拧（发条），上（弦）；缠，缠绕
まく,撒く,撒，散发，散布；泼，洒；甩掉（同行者，尾随者）
まく,蒔く,播（种），种，漆泥金画
マグマ,magma,岩浆；（稀）糊
まくら,枕,枕头，头靠，枕状支撑物，软垫
まけ,負け,输，败，败北；减价
まける,負ける,输，负，败，屈服；不能抵抗；让价
まげる,曲げる,弯，曲，折弯，歪；曲解，歪曲
まご,孫,孙子，孙女，外孙子，外甥
まごころ,真心,诚心诚意，真心，诚意
まごつく,間誤付く,张皇失措，着慌，不知如何是好，茫然不知所措，（因迷失方向）徘徊
まこと,誠,真实，事实，真的；真诚，诚意
まこと,真,真实，真诚，诚心
まことに,誠に,实在，真的，的确
まごまご,,不知如何是好
まさか,,（一般下接否定语）绝（不），万万（想不到），焉能，莫非，难道；万一，一旦
まさしく,正しく,的确，肯定，确实
まさつ,摩擦,摩擦；意见分歧，不和，纠纷
まさに,将に,将，将要；真的，确实
まさに,正に,真的，确实，的确，正好，恰恰
まさる,勝る,比～好，胜过，强过，凌驾
まざる,混ざる,搀混，搀杂，混杂，夹杂，混，混合
まざる,交ざる,搀混，搀杂，混杂，夹杂，混，混合
まし,増し,（増）增，增加，增多；胜过，强，好些
まじえる,交える,包括，混杂，夹杂，搀和，搀杂，搀混；交，交叉
ました,真下,正下面
まして,況して,况且，何况，更
まじめ,真面目,认真，老实，踏实，严肃，正经
まじる,混じる,混，杂，夹杂，搀混，搀杂；混进
まじる,交じる,混，杂，夹杂，搀混，搀杂；混进
まじわる,交わる,混杂，搀杂，交往，交际；交叉
ます,増す,增加，增长，增多，增大
まず,先ず,先，首先，最初，开头；大概，大体，大致；不管怎样，总之，姑且
ますい,麻酔,麻醉
まずい,不味い,难吃，不妙
まずい,拙い,难吃，不妙
マスク,mask,面具，假面，面罩，（卫生）口罩，（假）面具，容貌
マスコミ,mass communication,大众传媒，大众宣传
まずしい,貧しい,穷，贫穷的，穷苦，贫困；贫乏的
マスター,master,主人，雇主，老板，师傅；精通；硕士
ますます,益々,越发，愈，更加
まぜる,混ぜる,搀和，搀混，混合，搀合，对；加上，包含
まぜる,交ぜる,搀和，搀混，混合，搀合，对；加上，包含
また,股,股，胯，胯下，裤裆
また,又,另，别，又，再，还；亦，也；另一，其他；并且，又；下次，其他；表示间接
まだ,未だ,尚未，迄今，未，还，尚；不过，才，仅仅，只有；更，比较起来，另外，更加
またがる,跨る,（跨がる）骑，跨；横跨，跨越，（日期等）拖长，拖延
またぐ,跨ぐ,跨立，跨过，跨越，迈过
または,又は,或，或是，或者
まだまだ,,（まだ的强调形）还，仍
まち,街,城，城市，城镇，镇
まち,町,城，城市，城镇，镇；街
まちあいしつ,待合室,（车站，医院等）等候室，候车室，候诊室
まちあわせ,待ち合わせ,等候，约会，碰头
まちあわせる,待ち合わせる,等候，约会，碰头，会面，约好见面
まぢか,間近,（間近か）眼前，临近，接近，迫近
まちがい,間違い,错儿，错误，过错；一定；吵架，事故，差错等事情
まちがう,間違う,错，弄错，搞错，不对
まちがえる,間違える,弄错，搞错，做错
まちがった,間違った,错误的，错误地，错误，失误
まちがったて,間違ったて,错误的，错误地，错误，失误
まちかど,街角,街角，街口，巷口
まちどおしい,待ち遠しい,（待ち遠い）急切等待，盼望
まちなみ,町並み,街道，街上；街道两旁的房子
まちのぞむ,待ち望む,盼望，期待，翘企，殷切希望
まちまち,区々,形形色色，各式各样，各有不同
まつ,待つ,等，等候，等待；期待，指望，倚赖
まつ,末,末，底
まつ,松,松，松树，松木，新年装饰门前的松枝
まつえ,松江,日本地名
まっか,真っ赤,通红，鲜红；纯粹，完全
まっき,末期,末期
まっくら,真っ暗,黑暗，漆黑，黑漆漆，黑鶣鶣，黑洞洞；（前途）暗淡
まっくら,真暗,漆黑
まっくろ,真っ黒,漆黑，黑漆漆，黑鶣鶣，乌黑
まっくろ,真黒,乌黑
マッサージ,massage,按摩，推拿，摩擦
まっさお,真っ青,蔚蓝，深蓝；（脸色）苍白，刷白
まっさお,真青,深蓝
まっさきに,真っ先に,最先，首先，最前面
まっさきに,真先に,最先
まっしろ,真っ白,雪白，纯白，洁白
まっしろ,真白,洁白
まっしろい,真っ白い,雪白，纯白，洁白
まっしろい,真白い,雪白
まっすぐ,真っ直ぐ,直，笔直，直接；不绕路；正直，坦率，老实
まったく,全く,完全，全然，全部；真，实在，纯粹
まつたけ,松茸,松蕈，松蘑
マッチ,match,火柴，洋火；比赛，竞赛；调和
まっぷたつ,真っ二つ,两半儿，两派
まつやま,松山,（地名）松山市（爱媛县中央北部的地方）；松树繁茂的山
まつり,祭り,（祭）祭祀，祭奠，祭日，庙会，祭典
まつる,祭る,祭祀，祭奠，供奉，祭，崇敬；祀为神
まつる,祀る,祭祀，祭奠，供奉，祭，崇敬；祀为神
